customer_id,name,email,country,customer_type,registration_date,age,gender,total_purchases,ingestion_timestamp
"157","Customer 157","customer157@example.com","Unknown","VIP","2022-02-18","21","Other","756",2024-09-26 18:39:17.3752310
"159","Customer 159","customer159@example.com","USA","VIP","2023-02-05","58","Other","260",2024-09-26 18:39:17.3752310
"168","Customer 168","customer168@example.com","Canada","VIP","2013-10-27","27","Other","396",2024-09-26 18:39:17.3752310
"172","Customer 172","customer172@example.com","India","VIP","2017-01-08","70","Other","129",2024-09-26 18:39:17.3752310
"173","Customer 173","customer173@example.com","Australia","VIP","2020-03-13","47","Other","43",2024-09-26 18:39:17.3752310
"186","Customer 186","customer186@example.com","Germany","VIP","2012-01-08","73","Other","33",2024-09-26 18:39:17.3752310
"234","Customer 234","customer234@example.com","USA","VIP","2018-04-01","19","Other","649",2024-09-26 18:39:17.3752310
"242","Customer 242","customer242@example.com","China","VIP","2022-07-16","73","Other","633",2024-09-26 18:39:17.3752310
"243","Customer 243","customer243@example.com","USA","VIP","2015-01-17","42","Other","999",2024-09-26 18:39:17.3752310
"255","Customer 255","customer255@example.com","Australia","VIP","2019-09-25","67","Other","581",2024-09-26 18:39:17.3752310
"257","Customer 257","customer257@example.com","Japan","VIP","2010-10-29","37","Other","117",2024-09-26 18:39:17.3752310
"260","Customer 260","customer260@example.com","China","VIP","2012-03-19","36","Other","307",2024-09-26 18:39:17.3752310
"314","Customer 314","customer314@example.com","Unknown","VIP","2015-06-13","36","Other","661",2024-09-26 18:39:17.3752310
"333","Customer 333","customer333@example.com","France","VIP","2015-06-15","-1","Other","297",2024-09-26 18:39:17.3752310
"343","Customer 343","customer343@example.com","Canada","VIP","2018-08-21","19","Other","852",2024-09-26 18:39:17.3752310
"346","Customer 346","customer346@example.com","Canada","VIP","2013-04-24","26","Other","654",2024-09-26 18:39:17.3752310
"370","Customer 370","customer370@example.com","Brazil","VIP","2012-09-30","57","Other","988",2024-09-26 18:39:17.3752310
"379","Customer 379","customer379@example.com","France","VIP","2021-11-28","50","Other","12",2024-09-26 18:39:17.3752310
"380","Customer 380","customer380@example.com","Japan","VIP","2022-12-26","77","Other","150",2024-09-26 18:39:17.3752310
"386","Customer 386","customer386@example.com","China","VIP","2022-07-13","65","Other","235",2024-09-26 18:39:17.3752310
"397","Customer 397","customer397@example.com","Brazil","VIP","2011-01-18","36","Other","245",2024-09-26 18:39:17.3752310
"399","Customer 399","customer399@example.com","UK","VIP","2015-08-04","-1","Other","741",2024-09-26 18:39:17.3752310
"411","Customer 411","customer411@example.com","France","VIP","2014-10-23","69","Other","13",2024-09-26 18:39:17.3752310
"442","Customer 442","customer442@example.com","France","VIP","2018-09-24","34","Other","483",2024-09-26 18:39:17.3752310
"450","Customer 450","customer450@example.com","Germany","VIP","2017-04-08","43","Other","807",2024-09-26 18:39:17.3752310
"460","Customer 460","customer460@example.com","France","VIP","2020-07-29","29","Other","689",2024-09-26 18:39:17.3752310
"461","Customer 461","customer461@example.com","Canada","VIP","2012-01-25","72","Other","415",2024-09-26 18:39:17.3752310
"482","Customer 482","customer482@example.com","Australia","VIP","2016-09-13","27","Other","632",2024-09-26 18:39:17.3752310
"496","Customer 496","customer496@example.com","China","VIP","2022-11-02","77","Other","717",2024-09-26 18:39:17.3752310
"508","Customer 508","customer508@example.com","UK","VIP","2010-12-15","69","Other","949",2024-09-26 18:39:17.3752310
"523","Customer 523","customer523@example.com","Germany","VIP","2014-11-05","65","Other","254",2024-09-26 18:39:17.3752310
"524","Customer 524","customer524@example.com","Brazil","VIP","2015-04-18","74","Other","808",2024-09-26 18:39:17.3752310
"552","Customer 552","customer552@example.com","Brazil","VIP","2011-06-14","45","Other","693",2024-09-26 18:39:17.3752310
"569","Customer 569","customer569@example.com","USA","VIP","2014-08-22","21","Other","983",2024-09-26 18:39:17.3752310
"577","Customer 577","customer577@example.com","USA","VIP","2012-08-06","36","Other","569",2024-09-26 18:39:17.3752310
"582","Customer 582","customer582@example.com","Australia","VIP","2019-01-20","44","Other","237",2024-09-26 18:39:17.3752310
"587","Customer 587","customer587@example.com","USA","VIP","2015-10-15","43","Other","853",2024-09-26 18:39:17.3752310
"591","Customer 591","customer591@example.com","China","VIP","2014-08-05","71","Other","703",2024-09-26 18:39:17.3752310
"593","Customer 593","customer593@example.com","UK","VIP","2010-01-30","70","Other","713",2024-09-26 18:39:17.3752310
"609","Customer 609","customer609@example.com","Australia","VIP","2014-10-07","24","Other","333",2024-09-26 18:39:17.3752310
"622","Customer 622",,"USA","VIP","2018-02-23","41","Other","908",2024-09-26 18:39:17.3752310
"636","Customer 636","customer636@example.com","India","VIP","2014-08-17","48","Other","876",2024-09-26 18:39:17.3752310
"637","Customer 637","customer637@example.com","Australia","VIP","2012-02-05","47","Other","220",2024-09-26 18:39:17.3752310
"650","Customer 650","customer650@example.com","Germany","VIP","2010-07-11","66","Other","1",2024-09-26 18:39:17.3752310
"651","Customer 651","customer651@example.com","India","VIP","2023-07-04","20","Other","929",2024-09-26 18:39:17.3752310
"678","Customer 678","customer678@example.com","Japan","VIP","2020-03-02","60","Other","117",2024-09-26 18:39:17.3752310
"687","Customer 687","customer687@example.com","USA","VIP","2020-09-14","36","Other","423",2024-09-26 18:39:17.3752310
"693","Customer 693","customer693@example.com","Japan","VIP","2010-12-18","43","Other","62",2024-09-26 18:39:17.3752310
"696","Customer 696","customer696@example.com","Japan","VIP","2013-04-02","28","Other","795",2024-09-26 18:39:17.3752310
"699","Customer 699","customer699@example.com","Unknown","VIP","2012-12-30","70","Other","407",2024-09-26 18:39:17.3752310
"704","Customer 704",,"USA","VIP","2020-09-19","47","Other","429",2024-09-26 18:39:17.3752310
"721","Customer 721","customer721@example.com","Canada","VIP","2018-04-09","75","Other","981",2024-09-26 18:39:17.3752310
"744","Customer 744","customer744@example.com","Japan","VIP","2020-06-24","74","Other","785",2024-09-26 18:39:17.3752310
"749","Customer 749","customer749@example.com","China","VIP","2022-04-19","42","Other","5",2024-09-26 18:39:17.3752310
"758","Customer 758","customer758@example.com","Brazil","VIP","2021-07-15","71","Other","408",2024-09-26 18:39:17.3752310
"761","Customer 761","customer761@example.com","Japan","VIP","2018-07-06","47","Other","986",2024-09-26 18:39:17.3752310
"763","Customer 763","customer763@example.com","Japan","VIP","2015-07-18","58","Other","570",2024-09-26 18:39:17.3752310
"772","Customer 772","customer772@example.com","Japan","VIP","2023-11-18","53","Other","767",2024-09-26 18:39:17.3752310
"783","Customer 783","customer783@example.com","China","VIP","2017-04-05","60","Other","891",2024-09-26 18:39:17.3752310
"796","Customer 796","customer796@example.com","France","VIP","2021-09-23","51","Other","499",2024-09-26 18:39:17.3752310
"831","Customer 831","customer831@example.com","Japan","VIP","2014-09-27","29","Other","403",2024-09-26 18:39:17.3752310
"835","Customer 835",,"Canada","VIP","2017-01-27","30","Other","128",2024-09-26 18:39:17.3752310
"871","Customer 871","customer871@example.com","France","VIP","2020-08-24","29","Other","255",2024-09-26 18:39:17.3752310
"879","Customer 879",,"Germany","VIP","2021-07-09","48","Other","667",2024-09-26 18:39:17.3752310
"880","Customer 880","customer880@example.com","India","VIP","2022-06-02","66","Other","228",2024-09-26 18:39:17.3752310
"904","Customer 904","customer904@example.com","France","VIP","2016-04-13","20","Other","841",2024-09-26 18:39:17.3752310
"912","Customer 912","customer912@example.com","Unknown","VIP","2017-08-24","76","Other","109",2024-09-26 18:39:17.3752310
"926","Customer 926","customer926@example.com","Japan","VIP","2013-03-22","75","Other","456",2024-09-26 18:39:17.3752310
"929","Customer 929","customer929@example.com","Japan","VIP","2012-07-20","77","Other","45",2024-09-26 18:39:17.3752310
"938","Customer 938","customer938@example.com","China","VIP","2017-02-21","47","Other","359",2024-09-26 18:39:17.3752310
"964","Customer 964","customer964@example.com","Germany","VIP","2013-12-15","64","Other","172",2024-09-26 18:39:17.3752310
"965","Customer 965","customer965@example.com","Brazil","VIP","2013-07-29","36","Other","225",2024-09-26 18:39:17.3752310
"986","Customer 986","customer986@example.com","UK","VIP","2015-11-16","48","Other","897",2024-09-26 18:39:17.3752310
"991","Customer 991","customer991@example.com","Canada","VIP","2016-04-23","37","Other","187",2024-09-26 18:39:17.3752310
"992","Customer 992","customer992@example.com","Japan","VIP","2021-03-15","77","Other","211",2024-09-26 18:39:17.3752310
"993","Customer 993","customer993@example.com","Germany","VIP","2018-07-20","38","Other","255",2024-09-26 18:39:17.3752310
"994","Customer 994","customer994@example.com","Germany","VIP","2020-12-26","43","Other","172",2024-09-26 18:39:17.3752310
"995","Customer 995","customer995@example.com","Japan","VIP","2021-07-06","58","Other","294",2024-09-26 18:39:17.3752310
"14","Customer 14","customer14@example.com","Australia","VIP","2023-11-09","54","Female","504",2024-09-26 18:39:17.3752310
"26","Customer 26","customer26@example.com","Brazil","VIP","2014-04-30","46","Female","975",2024-09-26 18:39:17.3752310
"29","Customer 29","customer29@example.com","France","VIP","2022-02-05","46","Female","867",2024-09-26 18:39:17.3752310
"47","Customer 47","customer47@example.com","Japan","VIP","2021-02-19","21","Female","352",2024-09-26 18:39:17.3752310
"56","Customer 56","customer56@example.com","Canada","VIP","2014-06-25","24","Female","895",2024-09-26 18:39:17.3752310
"67","Customer 67","customer67@example.com","Canada","VIP","2010-09-16","51","Female","216",2024-09-26 18:39:17.3752310
"97","Customer 97",,"Unknown","VIP","2012-03-22","34","Female","463",2024-09-26 18:39:17.3752310
"112","Customer 112","customer112@example.com","USA","VIP","2023-12-09","43","Female","591",2024-09-26 18:39:17.3752310
"114","Customer 114","customer114@example.com","France","VIP","2012-10-30","37","Female","870",2024-09-26 18:39:17.3752310
"115","Customer 115","customer115@example.com","China","VIP","2014-02-04","30","Female","784",2024-09-26 18:39:17.3752310
"124","Customer 124","customer124@example.com","India","VIP","2018-03-10","34","Female","325",2024-09-26 18:39:17.3752310
"128","Customer 128","customer128@example.com","India","VIP","2020-04-12","69","Female","841",2024-09-26 18:39:17.3752310
"133","Customer 133","customer133@example.com","Brazil","VIP","2010-01-26","51","Female","957",2024-09-26 18:39:17.3752310
"135","Customer 135","customer135@example.com","France","VIP","2012-01-10","21","Female","759",2024-09-26 18:39:17.3752310
"150","Customer 150","customer150@example.com","USA","VIP","2018-08-18","39","Female","93",2024-09-26 18:39:17.3752310
"165","Customer 165","customer165@example.com","USA","VIP","2013-09-18","35","Female","429",2024-09-26 18:39:17.3752310
"193","Customer 193","customer193@example.com","France","VIP","2022-03-29","28","Female","834",2024-09-26 18:39:17.3752310
"194","Customer 194","customer194@example.com","France","VIP","2016-05-16","57","Female","555",2024-09-26 18:39:17.3752310
"199","Customer 199","customer199@example.com","China","VIP","2014-02-16","70","Female","135",2024-09-26 18:39:17.3752310
"207","Customer 207","customer207@example.com","USA","VIP","2017-03-29","72","Female","616",2024-09-26 18:39:17.3752310
"214","Customer 214","customer214@example.com","Australia","VIP","2020-08-18","35","Female","454",2024-09-26 18:39:17.3752310
"215","Customer 215","customer215@example.com","USA","VIP","2023-09-15","44","Female","79",2024-09-26 18:39:17.3752310
"228","Customer 228","customer228@example.com","Germany","VIP","2019-06-18","69","Female","327",2024-09-26 18:39:17.3752310
"233","Customer 233","customer233@example.com","Germany","VIP","2016-03-17","36","Female","576",2024-09-26 18:39:17.3752310
"241","Customer 241","customer241@example.com","Japan","VIP","2013-08-18","23","Female","941",2024-09-26 18:39:17.3752310
"262","Customer 262","customer262@example.com","India","VIP","2010-01-21","39","Female","796",2024-09-26 18:39:17.3752310
"267","Customer 267","customer267@example.com","Germany","VIP","2016-05-05","46","Female","999",2024-09-26 18:39:17.3752310
"273","Customer 273","customer273@example.com","Australia","VIP","2016-04-18","75","Female","455",2024-09-26 18:39:17.3752310
"304","Customer 304","customer304@example.com","Unknown","VIP","2015-12-09","29","Female","206",2024-09-26 18:39:17.3752310
"309","Customer 309","customer309@example.com","Canada","VIP","2011-02-04","19","Female","475",2024-09-26 18:39:17.3752310
"310","Customer 310","customer310@example.com","UK","VIP","2015-02-22","45","Female","673",2024-09-26 18:39:17.3752310
"320","Customer 320","customer320@example.com","Germany","VIP","2019-04-30","76","Female","274",2024-09-26 18:39:17.3752310
"331","Customer 331","customer331@example.com","Japan","VIP","2015-08-08","38","Female","686",2024-09-26 18:39:17.3752310
"341","Customer 341","customer341@example.com","Brazil","VIP","2021-03-10","51","Female","160",2024-09-26 18:39:17.3752310
"351","Customer 351","customer351@example.com","Brazil","VIP","2016-09-10","35","Female","764",2024-09-26 18:39:17.3752310
"368","Customer 368","customer368@example.com","Canada","VIP","2023-02-10","76","Female","522",2024-09-26 18:39:17.3752310
"394","Customer 394","customer394@example.com","Japan","VIP","2022-11-15","58","Female","455",2024-09-26 18:39:17.3752310
"403","Customer 403","customer403@example.com","UK","VIP","2021-05-24","59","Female","864",2024-09-26 18:39:17.3752310
"405","Customer 405","customer405@example.com","UK","VIP","2023-01-27","73","Female","675",2024-09-26 18:39:17.3752310
"408","Customer 408","customer408@example.com","India","VIP","2012-04-12","22","Female","631",2024-09-26 18:39:17.3752310
"412","Customer 412","customer412@example.com","Unknown","VIP","2012-09-15","79","Female","28",2024-09-26 18:39:17.3752310
"430","Customer 430","customer430@example.com","Germany","VIP","2016-12-03","67","Female","301",2024-09-26 18:39:17.3752310
"435","Customer 435","customer435@example.com","UK","VIP","2012-07-15","63","Female","695",2024-09-26 18:39:17.3752310
"437","Customer 437","customer437@example.com","Japan","VIP","2018-05-21","59","Female","130",2024-09-26 18:39:17.3752310
"458","Customer 458","customer458@example.com","Brazil","VIP","2017-02-10","78","Female","949",2024-09-26 18:39:17.3752310
"471","Customer 471","customer471@example.com","Australia","VIP","2014-12-12","42","Female","581",2024-09-26 18:39:17.3752310
"479","Customer 479","customer479@example.com","India","VIP","2013-08-06","74","Female","134",2024-09-26 18:39:17.3752310
"494","Customer 494","customer494@example.com","Australia","VIP","2021-11-24","27","Female","259",2024-09-26 18:39:17.3752310
"510","Customer 510","customer510@example.com","UK","VIP","2021-05-12","21","Female","803",2024-09-26 18:39:17.3752310
"533","Customer 533","customer533@example.com","USA","VIP","2019-09-22","60","Female","768",2024-09-26 18:39:17.3752310
"539","Customer 539","customer539@example.com","Brazil","VIP","2021-02-10","34","Female","260",2024-09-26 18:39:17.3752310
"598","Customer 598","customer598@example.com","Brazil","VIP","2012-12-25","37","Female","20",2024-09-26 18:39:17.3752310
"603","Customer 603","customer603@example.com","Canada","VIP","2012-04-06","24","Female","229",2024-09-26 18:39:17.3752310
"604","Customer 604","customer604@example.com","Japan","VIP","2015-07-29","66","Female","462",2024-09-26 18:39:17.3752310
"617","Customer 617","customer617@example.com","France","VIP","2011-06-15","22","Female","112",2024-09-26 18:39:17.3752310
"619","Customer 619","customer619@example.com","Canada","VIP","2014-12-03","59","Female","924",2024-09-26 18:39:17.3752310
"628","Customer 628","customer628@example.com","Australia","VIP","2015-02-03","29","Female","584",2024-09-26 18:39:17.3752310
"634","Customer 634","customer634@example.com","China","VIP","2019-08-09","26","Female","126",2024-09-26 18:39:17.3752310
"635","Customer 635","customer635@example.com","Brazil","VIP","2023-09-22","55","Female","966",2024-09-26 18:39:17.3752310
"654","Customer 654","customer654@example.com","USA","VIP","2023-04-13","73","Female","951",2024-09-26 18:39:17.3752310
"657","Customer 657","customer657@example.com","Germany","VIP","2019-10-25","23","Female","257",2024-09-26 18:39:17.3752310
"665","Customer 665","customer665@example.com","France","VIP","2012-09-27","21","Female","806",2024-09-26 18:39:17.3752310
"666","Customer 666","customer666@example.com","India","VIP","2010-04-25","32","Female","116",2024-09-26 18:39:17.3752310
"667","Customer 667","customer667@example.com","USA","VIP","2010-09-05","47","Female","170",2024-09-26 18:39:17.3752310
"679","Customer 679","customer679@example.com","Germany","VIP","2021-09-15","58","Female","508",2024-09-26 18:39:17.3752310
"681","Customer 681","customer681@example.com","Japan","VIP","2021-09-21","32","Female","195",2024-09-26 18:39:17.3752310
"706","Customer 706","customer706@example.com","UK","VIP","2020-08-24","19","Female","939",2024-09-26 18:39:17.3752310
"715","Customer 715","customer715@example.com","China","VIP","2014-01-22","32","Female","449",2024-09-26 18:39:17.3752310
"726","Customer 726","customer726@example.com","Canada","VIP","2010-05-10","40","Female","870",2024-09-26 18:39:17.3752310
"736","Customer 736","customer736@example.com","Brazil","VIP","2010-05-02","19","Female","952",2024-09-26 18:39:17.3752310
"737","Customer 737","customer737@example.com","Canada","VIP","2016-08-19","28","Female","469",2024-09-26 18:39:17.3752310
"738","Customer 738","customer738@example.com","Germany","VIP","2023-02-17","47","Female","625",2024-09-26 18:39:17.3752310
"743","Customer 743","customer743@example.com","Germany","VIP","2010-07-24","22","Female","895",2024-09-26 18:39:17.3752310
"760","Customer 760",,"Australia","VIP","2016-02-17","21","Female","174",2024-09-26 18:39:17.3752310
"765","Customer 765",,"UK","VIP","2019-09-24","20","Female","329",2024-09-26 18:39:17.3752310
"790","Customer 790","customer790@example.com","Japan","VIP","2020-01-15","38","Female","746",2024-09-26 18:39:17.3752310
"799","Customer 799","customer799@example.com","Japan","VIP","2011-03-28","68","Female","28",2024-09-26 18:39:17.3752310
"806","Customer 806","customer806@example.com","Germany","VIP","2022-02-11","64","Female","647",2024-09-26 18:39:17.3752310
"817","Customer 817",,"Brazil","VIP","2011-08-06","35","Female","26",2024-09-26 18:39:17.3752310
"823","Customer 823","customer823@example.com","Japan","VIP","2010-05-03","71","Female","375",2024-09-26 18:39:17.3752310
"826","Customer 826","customer826@example.com","France","VIP","2012-07-12","63","Female","942",2024-09-26 18:39:17.3752310
"846","Customer 846","customer846@example.com","Brazil","VIP","2016-11-23","19","Female","178",2024-09-26 18:39:17.3752310
"860","Customer 860","customer860@example.com","Brazil","VIP","2014-05-10","18","Female","565",2024-09-26 18:39:17.3752310
"865","Customer 865","customer865@example.com","Canada","VIP","2011-11-08","42","Female","321",2024-09-26 18:39:17.3752310
"873","Customer 873","customer873@example.com","Canada","VIP","2013-04-22","54","Female","747",2024-09-26 18:39:17.3752310
"887","Customer 887","customer887@example.com","France","VIP","2020-11-15","-1","Female","245",2024-09-26 18:39:17.3752310
"888","Customer 888","customer888@example.com","Canada","VIP","2015-08-27","60","Female","359",2024-09-26 18:39:17.3752310
"896","Customer 896","customer896@example.com","UK","VIP","2023-04-10","30","Female","25",2024-09-26 18:39:17.3752310
"930","Customer 930","customer930@example.com","France","VIP","2013-01-21","52","Female","207",2024-09-26 18:39:17.3752310
"937","Customer 937","customer937@example.com","USA","VIP","2017-12-20","49","Female","691",2024-09-26 18:39:17.3752310
"943","Customer 943","customer943@example.com","USA","VIP","2022-04-10","58","Female","573",2024-09-26 18:39:17.3752310
"945","Customer 945","customer945@example.com","Germany","VIP","2022-10-25","55","Female","272",2024-09-26 18:39:17.3752310
"949","Customer 949","customer949@example.com","Unknown","VIP","2018-08-31","39","Female","465",2024-09-26 18:39:17.3752310
"962","Customer 962","customer962@example.com","Brazil","VIP","2013-07-02","47","Female","341",2024-09-26 18:39:17.3752310
"971","Customer 971","customer971@example.com","Japan","VIP","2015-04-11","62","Female","584",2024-09-26 18:39:17.3752310
"33","Customer 33","customer33@example.com","France","VIP","2014-03-24","43","Male","8",2024-09-26 18:39:17.3752310
"34","Customer 34",,"China","VIP","2022-06-02","74","Male","623",2024-09-26 18:39:17.3752310
"37","Customer 37","customer37@example.com","Australia","VIP","2016-10-29","68","Male","246",2024-09-26 18:39:17.3752310
"50","Customer 50","customer50@example.com","USA","VIP","2011-09-20","48","Male","455",2024-09-26 18:39:17.3752310
"54","Customer 54","customer54@example.com","UK","VIP","2020-05-16","60","Male","132",2024-09-26 18:39:17.3752310
"70","Customer 70","customer70@example.com","USA","VIP","2010-03-19","19","Male","592",2024-09-26 18:39:17.3752310
"95","Customer 95","customer95@example.com","Canada","VIP","2014-05-03","36","Male","112",2024-09-26 18:39:17.3752310
"98","Customer 98","customer98@example.com","Germany","VIP","2010-07-11","38","Male","242",2024-09-26 18:39:17.3752310
"101","Customer 101","customer101@example.com","Japan","VIP","2015-11-29","75","Male","2",2024-09-26 18:39:17.3752310
"107","Customer 107","customer107@example.com","Germany","VIP","2017-02-13","38","Male","162",2024-09-26 18:39:17.3752310
"110","Customer 110","customer110@example.com","China","VIP","2018-11-25","51","Male","805",2024-09-26 18:39:17.3752310
"119","Customer 119","customer119@example.com","Germany","VIP","2021-09-21","65","Male","129",2024-09-26 18:39:17.3752310
"126","Customer 126","customer126@example.com","Australia","VIP","2016-02-10","70","Male","875",2024-09-26 18:39:17.3752310
"131","Customer 131","customer131@example.com","Australia","VIP","2015-12-31","74","Male","784",2024-09-26 18:39:17.3752310
"148","Customer 148","customer148@example.com","Australia","VIP","2015-02-28","52","Male","350",2024-09-26 18:39:17.3752310
"153","Customer 153","customer153@example.com","Australia","VIP","2021-10-08","-1","Male","934",2024-09-26 18:39:17.3752310
"154","Customer 154","customer154@example.com","Australia","VIP","2015-07-05","24","Male","759",2024-09-26 18:39:17.3752310
"156","Customer 156","customer156@example.com","China","VIP","2012-07-23","47","Male","935",2024-09-26 18:39:17.3752310
"160","Customer 160","customer160@example.com","Germany","VIP","2019-06-13","25","Male","538",2024-09-26 18:39:17.3752310
"184","Customer 184","customer184@example.com","Japan","VIP","2016-05-18","20","Male","550",2024-09-26 18:39:17.3752310
"196","Customer 196","customer196@example.com","Brazil","VIP","2011-01-17","57","Male","506",2024-09-26 18:39:17.3752310
"202","Customer 202","customer202@example.com","Japan","VIP","2016-11-03","76","Male","292",2024-09-26 18:39:17.3752310
"204","Customer 204","customer204@example.com","India","VIP","2020-08-11","54","Male","595",2024-09-26 18:39:17.3752310
"211","Customer 211","customer211@example.com","India","VIP","2014-08-14","69","Male","362",2024-09-26 18:39:17.3752310
"212","Customer 212","customer212@example.com","China","VIP","2014-10-19","66","Male","149",2024-09-26 18:39:17.3752310
"219","Customer 219","customer219@example.com","China","VIP","2023-02-07","39","Male","542",2024-09-26 18:39:17.3752310
"220","Customer 220","customer220@example.com","USA","VIP","2010-03-08","51","Male","202",2024-09-26 18:39:17.3752310
"221","Customer 221","customer221@example.com","Australia","VIP","2020-10-29","37","Male","678",2024-09-26 18:39:17.3752310
"230","Customer 230","customer230@example.com","Brazil","VIP","2015-05-28","31","Male","310",2024-09-26 18:39:17.3752310
"232","Customer 232",,"Australia","VIP","2013-03-07","60","Male","99",2024-09-26 18:39:17.3752310
"237","Customer 237","customer237@example.com","Brazil","VIP","2023-10-29","58","Male","160",2024-09-26 18:39:17.3752310
"251","Customer 251","customer251@example.com","France","VIP","2011-01-01","51","Male","34",2024-09-26 18:39:17.3752310
"253","Customer 253","customer253@example.com","USA","VIP","2014-05-04","-1","Male","129",2024-09-26 18:39:17.3752310
"270","Customer 270","customer270@example.com","Japan","VIP","2017-11-25","48","Male","787",2024-09-26 18:39:17.3752310
"282","Customer 282","customer282@example.com","Australia","VIP","2018-02-01","57","Male","733",2024-09-26 18:39:17.3752310
"283","Customer 283","customer283@example.com","Japan","VIP","2013-08-07","30","Male","264",2024-09-26 18:39:17.3752310
"291","Customer 291","customer291@example.com","India","VIP","2019-11-15","73","Male","130",2024-09-26 18:39:17.3752310
"303","Customer 303","customer303@example.com","UK","VIP","2014-12-25","58","Male","153",2024-09-26 18:39:17.3752310
"306","Customer 306","customer306@example.com","France","VIP","2017-04-02","49","Male","853",2024-09-26 18:39:17.3752310
"307","Customer 307","customer307@example.com","Unknown","VIP","2011-05-21","27","Male","604",2024-09-26 18:39:17.3752310
"318","Customer 318","customer318@example.com","Japan","VIP","2023-02-21","-1","Male","575",2024-09-26 18:39:17.3752310
"329","Customer 329","customer329@example.com","UK","VIP","2016-12-18","47","Male","214",2024-09-26 18:39:17.3752310
"330","Customer 330",,"China","VIP","2023-03-12","58","Male","60",2024-09-26 18:39:17.3752310
"349","Customer 349","customer349@example.com","Japan","VIP","2010-10-26","69","Male","68",2024-09-26 18:39:17.3752310
"357","Customer 357","customer357@example.com","India","VIP","2014-09-21","59","Male","881",2024-09-26 18:39:17.3752310
"373","Customer 373","customer373@example.com","China","VIP","2013-10-21","72","Male","1",2024-09-26 18:39:17.3752310
"388","Customer 388","customer388@example.com","UK","VIP","2017-04-04","40","Male","21",2024-09-26 18:39:17.3752310
"389","Customer 389","customer389@example.com","Germany","VIP","2012-06-06","51","Male","571",2024-09-26 18:39:17.3752310
"409","Customer 409","customer409@example.com","India","VIP","2012-10-30","37","Male","160",2024-09-26 18:39:17.3752310
"415","Customer 415","customer415@example.com","Australia","VIP","2011-03-06","22","Male","680",2024-09-26 18:39:17.3752310
"431","Customer 431","customer431@example.com","India","VIP","2014-01-12","63","Male","816",2024-09-26 18:39:17.3752310
"448","Customer 448","customer448@example.com","UK","VIP","2015-04-09","73","Male","825",2024-09-26 18:39:17.3752310
"449","Customer 449","customer449@example.com","Germany","VIP","2011-01-24","53","Male","773",2024-09-26 18:39:17.3752310
"454","Customer 454","customer454@example.com","India","VIP","2019-09-21","27","Male","336",2024-09-26 18:39:17.3752310
"455","Customer 455","customer455@example.com","USA","VIP","2011-12-04","56","Male","553",2024-09-26 18:39:17.3752310
"459","Customer 459","customer459@example.com","UK","VIP","2016-10-04","46","Male","142",2024-09-26 18:39:17.3752310
"472","Customer 472","customer472@example.com","Japan","VIP","2013-07-31","64","Male","47",2024-09-26 18:39:17.3752310
"476","Customer 476","customer476@example.com","India","VIP","2021-09-01","37","Male","885",2024-09-26 18:39:17.3752310
"478","Customer 478","customer478@example.com","Japan","VIP","2012-07-23","62","Male","283",2024-09-26 18:39:17.3752310
"488","Customer 488","customer488@example.com","Japan","VIP","2021-07-10","31","Male","756",2024-09-26 18:39:17.3752310
"493","Customer 493","customer493@example.com","India","VIP","2022-05-14","74","Male","740",2024-09-26 18:39:17.3752310
"500","Customer 500","customer500@example.com","USA","VIP","2020-06-23","69","Male","859",2024-09-26 18:39:17.3752310
